emp_no,first_name,last_name,gender,salary,to_date
66560,Leaf,Lammel,F,42133,9999-01-01
66423,Murthy,Schwartzbauer,M,46754,2000-12-02
66425,Mats,Eppinger,F,57825,9999-01-01
66565,Kien,Perez,M,40000,9999-01-01
66577,Serap,Reutenauer,M,40000,9999-01-01
66434,Martins,Mungall,M,40000,9999-01-01
66435,Sampalli,Braunschweig,M,40521,9999-01-01
66588,Zine,Itschner,F,66371,1987-09-20
66445,Kazuyasu,Zykh,M,82921,9999-01-01
66447,Greger,Conia,M,45183,9999-01-01
66588,Zine,Itschner,F,66371,9999-01-01
66589,Troy,Yurov,M,64957,9999-01-01
66455,Doohun,Puppo,M,70674,9999-01-01
66597,Hugo,Krychniak,F,40000,9999-01-01
66460,Xiaoheng,Antonisse,M,40000,9999-01-01
66597,Hugo,Krychniak,F,40000,2000-02-08
66603,Dipankar,Mamelak,F,40000,9999-01-01
66467,Zine,Erdmenger,M,40000,9999-01-01
66604,Bezalel,Hiroyama,F,40000,9999-01-01
66473,Takushi,Knightly,M,46809,1994-01-11
66605,Chiranjit,Suermann,F,78878,9999-01-01
66475,Gopalakrishnan,Birsak,M,40000,9999-01-01
66605,Chiranjit,Suermann,F,78878,1993-07-28
66477,Christfried,Borstler,M,54869,9999-01-01
66624,Huiqun,Bharadwaj,M,56380,2002-03-09
66480,Subhrajyoti,Tempesti,M,49021,9999-01-01
66481,Nalini,McClurg,M,56223,9999-01-01
66485,Nadjib,Morrey,F,40000,9999-01-01
66486,Tonia,Ghelli,M,49737,9999-01-01
66625,Wayne,Jeong,F,40000,2002-02-05
66625,Wayne,Jeong,F,40000,9999-01-01
66633,Gill,Luce,F,40000,1992-03-29
66646,Chanjung,Erman,M,50529,9999-01-01
66502,Changho,Ducloy,F,40000,9999-01-01
66647,Charmane,Leppanen,F,40000,9999-01-01
66647,Charmane,Leppanen,F,40000,2001-02-06
66516,Akeel,Crouzet,M,40000,9999-01-01
66650,Luigi,Lanzelotte,F,47301,9999-01-01
66519,Masami,Selenyi,M,62188,9999-01-01
66520,Juichirou,Bakhtari,M,40000,9999-01-01
66655,Tomokazu,Castellani,F,40000,9999-01-01
66521,Taiji,Krychniak,F,40000,9999-01-01
66667,Domenico,Marzano,M,40909,1988-06-29
66526,Uwe,Casley,F,40000,9999-01-01
66531,Christ,Cichocki,M,40000,1990-10-09
66667,Domenico,Marzano,M,40909,1987-02-08
66668,Achilleas,Reeken,F,40000,9999-01-01
66828,Frederique,Narahara,M,62909,9999-01-01
66836,Fuqing,Schmittgen,M,40000,1997-12-26
66686,Gopalakrishnan,Flanders,F,40000,9999-01-01
66687,Kien,Simmen,M,75962,9999-01-01
66687,Kien,Simmen,M,75962,2001-01-26
66689,Alselm,Schoegge,F,81215,1998-05-07
66837,Parto,Daescu,M,73611,9999-01-01
66848,Supot,Brickell,F,40000,9999-01-01
66695,Mihalis,Bondorf,M,44669,9999-01-01
66851,Mona,Lyonns,M,48823,9999-01-01
66854,Uno,Glinert,M,71741,2000-06-14
66858,Morris,Perng,M,60632,9999-01-01
66713,LiMin,Zyda,F,52499,9999-01-01
66716,Elgin,Kermarrec,M,57224,9999-01-01
66866,Luise,Sundgren,F,56785,9999-01-01
66743,Hilary,Versino,F,50402,9999-01-01
66744,Chuanyi,Puppe,M,40000,9999-01-01
66744,Chuanyi,Puppe,M,40000,1997-05-28
66753,Margo,Ramsey,F,40000,9999-01-01
66754,Mabhin,Angiulli,M,40000,9999-01-01
66867,Behnaam,Biron,M,45197,9999-01-01
66775,Mariangiola,Milicia,M,47616,9999-01-01
66869,Pasqua,Worfolk,F,40000,9999-01-01
66907,Turgut,Bardell,F,40000,9999-01-01
66801,Bogdan,Orlowska,F,43258,9999-01-01
66802,Mohit,Karlin,M,40696,9999-01-01
66909,Demin,Sooriamurthi,F,40000,9999-01-01
66921,Weiru,Deville,M,45905,9999-01-01
66934,Baruch,Zeidenstein,F,40000,1996-05-06
66934,Baruch,Zeidenstein,F,40000,1993-04-01
66937,Chenye,Heering,M,53428,9999-01-01
66945,Perry,Kusakabe,F,74549,9999-01-01
66961,Lech,Albarhamtoshy,M,67854,9999-01-01
66945,Perry,Kusakabe,F,74549,1994-08-30
66948,Bernice,Rusterholz,M,40313,1991-01-28
66957,Gino,Shrader,F,40000,9999-01-01
67111,Odysseas,Dalphin,M,40000,1996-07-06
66980,Pranay,Osgood,M,61357,9999-01-01
66982,Youpyo,Rosti,M,40000,9999-01-01
66989,Dzung,Camarinopoulos,M,69687,1995-01-23
66991,Khoa,Ranum,M,51285,9999-01-01
67112,Sreekrishna,Henders,F,66242,9999-01-01
66993,Malu,Georgakopoulos,F,50737,9999-01-01
67115,Siamak,Bernardeschi,M,40000,9999-01-01
67123,Chaoyi,Horswill,F,43117,1994-08-10
67006,Elvia,Alblas,M,40000,9999-01-01
67006,Elvia,Alblas,M,40000,1990-01-12
67135,Candida,Fendler,F,47076,9999-01-01
67011,Van,McClure,M,43853,9999-01-01
67014,Arup,Jakobus,M,59338,9999-01-01
67138,Surveyors,Kaltofen,M,40000,9999-01-01
67146,Horward,Hertweck,F,84628,9999-01-01
67164,Eckart,Bade,M,40000,9999-01-01
67029,Sorina,Heydon,F,50518,9999-01-01
67032,Xiaopeng,Erdmenger,M,42564,1996-02-13
67033,Weiru,Schaaf,M,62407,9999-01-01
67165,Chikako,Schapire,M,69164,9999-01-01
67198,Fuqing,Schahn,F,61371,9999-01-01
67046,Keiichiro,Thebaut,F,40000,9999-01-01
67050,Nalini,Kading,F,57370,1999-05-24
67051,Randy,Pearson,M,48047,9999-01-01
67208,Rosalie,Sichman,M,40000,1987-04-06
67066,Josyula,Perez,M,46143,9999-01-01
67208,Rosalie,Sichman,M,40000,1989-08-14
67216,Yongmao,Streng,F,49235,9999-01-01
67076,Jasminko,Farris,F,40000,9999-01-01
67227,Shuky,Showalter,F,40000,9999-01-01
67084,Shigeo,Isaak,M,59309,9999-01-01
67233,Gad,Baalen,F,46571,9999-01-01
67395,Sakthirel,Basart,F,40000,9999-01-01
67398,Tru,Jansen,F,57171,1992-05-25
67402,Maya,Ruemmler,M,61864,1999-11-18
67402,Maya,Ruemmler,M,61864,9999-01-01
67404,Shaz,Shobatake,F,45835,9999-01-01
67253,Shiv,Szmurlo,M,40000,9999-01-01
67409,Bluma,Schrooten,M,40000,1999-08-19
67426,Haldun,Geffroy,M,40000,9999-01-01
67272,Val,Minakawa,M,45253,9999-01-01
67428,Dharmaraja,Diderrich,M,40000,9999-01-01
67438,Niranjan,Makinen,F,40000,9999-01-01
67450,Khosrow,Seiwald,M,77206,9999-01-01
67292,Tzvetan,Wynblatt,M,43514,1997-04-30
67298,Honesty,Brodal,F,63347,1991-05-28
67451,Siamak,Stellhorn,M,46580,9999-01-01
67301,Xuedong,Danlos,M,80777,9999-01-01
67476,Gino,Kilgour,M,40000,9999-01-01
67306,Peternela,Molenkamp,F,40000,9999-01-01
67476,Gino,Kilgour,M,40000,2002-04-17
67477,Morrie,Vasanthakumar,M,58087,9999-01-01
67327,Tomokazu,Ernst,M,40000,9999-01-01
67478,Kokou,Luke,M,47240,1989-04-30
67483,Oguz,Chartres,F,66835,9999-01-01
67333,Takahiro,Ebeling,F,40963,9999-01-01
67333,Takahiro,Ebeling,F,40963,2001-05-18
67500,Vasiliy,Laurillard,M,53652,9999-01-01
67345,Mani,Rando,F,60971,9999-01-01
67503,Stein,Kornatzky,M,40000,1994-08-30
67506,Collette,Verhoeff,M,58501,9999-01-01
67352,Masaru,Awdeh,F,52072,9999-01-01
67355,Naftaly,Lortz,F,48336,1998-11-22
67523,Pohua,Gelosh,M,44111,1997-12-09
67357,Pradeep,Millington,F,40230,9999-01-01
67358,True,Staudhammer,F,40000,2001-03-08
67362,Ranga,Cardazo,F,40000,9999-01-01
67523,Pohua,Gelosh,M,44111,9999-01-01
67366,Ayonca,Bratten,F,49750,9999-01-01
67367,Karlis,Birch,M,77782,9999-01-01
67526,Shay,Roisin,M,44569,9999-01-01
67529,Alejandro,Passino,F,45779,9999-01-01
67377,Mingdong,Sherertz,M,40000,9999-01-01
67537,Somnath,Uludag,M,68252,9999-01-01
67379,Masadi,Srimani,M,44380,9999-01-01
67381,Gita,Weedon,F,42660,9999-01-01
67383,Gunilla,Rusterholz,M,45328,1990-02-19
67545,Hyuckchul,McAffer,F,43316,1997-06-22
67549,Ute,Pezzoli,F,40000,9999-01-01
67553,Freyja,Hutter,F,66416,9999-01-01
67554,Xiaoheng,Bhattacharjee,M,41865,9999-01-01
67567,Yuqun,Delgrossi,M,53312,9999-01-01
67675,Gila,Schiper,M,42889,9999-01-01
67682,Moni,Ozeri,M,47969,9999-01-01
67683,Domenico,Linares,M,44038,9999-01-01
67570,Odysseas,Baig,M,79607,2001-04-21
67684,Vincent,Pintelas,M,40000,9999-01-01
67686,Lucien,Junet,F,64939,9999-01-01
67570,Odysseas,Baig,M,79607,9999-01-01
67571,Gro,Iisaka,M,40000,9999-01-01
67572,Gro,Katalagarianos,F,40000,9999-01-01
67574,Lijie,Aingworth,F,40000,9999-01-01
67701,Chikara,Herbst,F,40000,9999-01-01
67578,Perry,Muhlberg,M,57542,9999-01-01
67705,Genevieve,Khalil,F,67943,1990-07-16
67709,Huei,Attimonelli,F,49191,9999-01-01
67589,Hausi,Lampe,M,40000,9999-01-01
67718,Heng,Demeyer,M,40000,1999-12-13
67589,Hausi,Lampe,M,40000,1994-07-17
67594,Jiann,Aingworth,M,49158,9999-01-01
67729,Candida,Molenkamp,M,40000,9999-01-01
67606,Srinidhi,Rosca,M,71646,2002-05-11
67740,Reinhard,Stifter,F,42141,9999-01-01
67741,Yishay,Koblitz,F,58417,9999-01-01
67742,Toong,Hasham,M,41346,9999-01-01
67608,Junichi,Mayerwieser,M,65536,1994-04-23
67609,Poornachandra,Berztiss,M,58305,9999-01-01
67613,Hyuncheol,Andreotta,M,44582,9999-01-01
67624,Atreyi,Luks,F,40000,9999-01-01
67761,Jagoda,Rothe,F,40000,9999-01-01
67762,Jeanna,Francisci,F,43430,2000-02-01
67762,Jeanna,Francisci,F,43430,1996-02-02
67767,Elvis,Demos,M,40000,9999-01-01
67774,Jongsuk,Fabrizio,M,40000,9999-01-01
67779,Niclas,Welham,M,70776,9999-01-01
67782,Almudena,Luga,M,47724,9999-01-01
67797,Chaoyi,Azuma,F,40000,9999-01-01
67804,Margareta,Vesel,F,62747,9999-01-01
67807,Zissis,Ramalingam,F,53000,9999-01-01
67812,Reinhold,Reinhart,M,40000,9999-01-01
67632,Anestis,Schusler,M,40000,9999-01-01
67634,Adam,Alvarado,M,60307,2000-05-21
67640,Gen,Glinert,M,40000,9999-01-01
67815,Zongyan,Coney,M,47975,9999-01-01
67640,Gen,Glinert,M,40000,1993-12-27
67820,Gay,Colorni,F,50975,9999-01-01
67653,Mabo,Rathonyi,F,49386,9999-01-01
67823,Szabolcs,Muhlberg,M,55990,9999-01-01
67826,Selwyn,Detkin,M,62803,9999-01-01
67833,Aleksander,Iivonen,F,66291,9999-01-01
67654,Pohua,Fordan,M,69751,1999-08-06
67835,Behnaam,Luft,M,58660,9999-01-01
67660,Kwangjo,Pena,M,85785,9999-01-01
67837,Barun,Heyers,M,64453,9999-01-01
67845,Xuejun,Back,M,70932,9999-01-01
67667,Basant,Butterworth,F,40000,9999-01-01
67848,Shawna,Litzkow,M,40000,1991-09-02
67848,Shawna,Litzkow,M,40000,9999-01-01
67962,Jiann,Stille,F,66312,9999-01-01
67853,King,Perl,M,40000,9999-01-01
67862,Sven,Brizzi,M,75455,9999-01-01
67872,Adel,Toyoshima,M,61391,2002-02-15
67967,Marin,Stille,M,40000,9999-01-01
67879,Hongzue,Michaels,M,40000,9999-01-01
67884,Jianhui,Haraldson,F,48565,1997-09-04
67968,Christoper,Narahara,M,49587,9999-01-01
67885,Nishit,Suermann,M,40000,9999-01-01
67970,Mingzeng,Picci,M,82596,2001-08-08
67983,Gererd,Heusch,M,40912,1997-03-21
67896,Werner,Guardalben,F,47155,9999-01-01
67983,Gererd,Heusch,M,40912,9999-01-01
67989,Adib,Schwaller,M,67666,9999-01-01
67906,Tsutomu,Luders,F,55655,2002-06-28
67994,Hatim,Paludetto,M,56017,9999-01-01
67994,Hatim,Paludetto,M,56017,1999-05-06
67999,Sorina,Herber,M,101561,9999-01-01
67929,Richard,Iisaka,M,40000,9999-01-01
68001,Marlo,Panwar,F,40000,9999-01-01
68003,Kellie,Ratzlaff,M,40000,9999-01-01
67936,Valery,Bardell,F,40000,9999-01-01
68004,Mohd,Improta,M,45184,1988-11-30
67937,Odinaldo,Bashian,M,46209,9999-01-01
68004,Mohd,Improta,M,45184,1988-03-21
68005,Hilary,Montresor,M,56329,9999-01-01
67948,Shay,Berztiss,F,40274,9999-01-01
68010,Mohan,Tsunoo,F,40000,9999-01-01
67948,Shay,Berztiss,F,40274,2000-12-26
67949,Surveyors,Iisaku,M,40000,2001-04-26
67954,Aleksandar,Liedekerke,M,40000,9999-01-01
68015,Willard,Yetim,F,40000,1993-02-17
68028,Richara,Syang,M,72953,9999-01-01
68055,Narain,Jansen,M,52916,9999-01-01
68099,DeForest,Motley,M,45757,1998-04-03
68110,Ewing,Erni,F,40000,1998-09-23
68110,Ewing,Erni,F,40000,9999-01-01
68063,Karlis,Gide,M,43681,9999-01-01
68079,Hitomi,Rodite,M,40000,1994-10-23
68123,Shakhar,Rissland,M,80926,9999-01-01
68124,Zhiguo,Gonthier,F,40000,9999-01-01
68245,Valeska,Ramamoorthy,M,42009,9999-01-01
68138,Qunsheng,Poujol,F,40000,9999-01-01
68142,Aran,Nishimukai,F,73185,9999-01-01
68143,Sandeepan,Mondadori,M,47658,1997-07-01
68147,Breannda,Zhang,F,40000,9999-01-01
68152,Janalee,Dalton,F,69829,1990-04-12
68258,Kerryn,Acton,F,40000,9999-01-01
68155,Xuedong,Carrere,M,40000,1999-05-23
68163,Kayoko,Gerteisen,M,40000,1997-01-31
68269,Marjo,Falster,M,57111,1996-08-22
68170,Etsuo,Kavanagh,M,60720,9999-01-01
68269,Marjo,Falster,M,57111,9999-01-01
68173,Gererd,Litzkow,M,40000,9999-01-01
68286,Constantino,Merks,M,76439,2001-01-26
68179,Guangming,Nyanchama,M,40000,9999-01-01
68293,Faiza,Mateescu,M,40000,9999-01-01
68313,Rosalie,Ferriere,M,40000,9999-01-01
68199,Kwok,Litzkow,M,69041,9999-01-01
68321,Aris,Harbusch,M,40000,9999-01-01
68332,Kristian,Teitelbaum,F,68880,1993-02-09
68218,Miquel,Renear,M,40000,9999-01-01
68336,Alair,Rusterholz,M,54714,1990-05-31
68346,Irene,Falster,M,42664,1988-09-09
68233,Frederique,Penz,F,40000,9999-01-01
68236,Harngdar,Farrow,F,48666,9999-01-01
68350,Arve,Speckmann,M,40000,9999-01-01
68367,Emdad,Vandervoorde,F,55259,9999-01-01
68381,Stabislas,Hasham,F,57399,9999-01-01
68528,Sailaja,Ghalwash,F,43894,9999-01-01
68536,Zorica,Perly,M,53192,9999-01-01
68407,Jahangir,Peternell,M,80397,9999-01-01
68538,Kwangjo,Velasco,M,78262,9999-01-01
68542,Licheng,Pollacia,F,40000,9999-01-01
68547,Ulf,Figueira,M,83993,1989-03-30
68418,Heon,Alblas,F,40000,1991-03-04
68550,Alper,Perin,F,56706,1994-12-21
68424,Abdelwaheb,Fordan,F,40000,1997-01-14
68424,Abdelwaheb,Fordan,F,40000,1990-10-28
68550,Alper,Perin,F,56706,9999-01-01
68427,Ute,Mansanne,M,54299,1995-01-22
68552,Abdelkader,Gronowski,F,40000,9999-01-01
68432,Tsuneo,Staylopatis,F,90197,9999-01-01
68568,Iara,Raney,M,47903,9999-01-01
68433,Maya,Wossner,M,75598,1995-01-03
68433,Maya,Wossner,M,75598,9999-01-01
68434,Nimmagadda,Buescher,M,73047,1997-02-18
68570,Kamakshi,Alvarado,F,40000,9999-01-01
68578,Weidon,Baranowski,M,49093,9999-01-01
68454,Weicheng,Kampfer,F,40000,9999-01-01
68585,Vatsa,Bail,F,46172,9999-01-01
68596,Sergi,Penz,M,40000,9999-01-01
68599,Alair,Zucker,M,79116,9999-01-01
68478,Rutger,Plotkin,M,40000,9999-01-01
68599,Alair,Zucker,M,79116,1999-12-16
68603,Fabrizio,Rusterholz,M,76040,9999-01-01
68604,Kannan,Dymetman,M,71311,9999-01-01
68607,Xuejia,Zallocco,F,58750,9999-01-01
68611,Sashi,Biran,M,54209,1999-01-01
68499,Arfst,Bael,M,74774,9999-01-01
68626,Pragnesh,Schrift,M,40000,9999-01-01
68500,Leah,Stellhorn,M,48903,1993-11-06
68500,Leah,Stellhorn,M,48903,9999-01-01
68508,Annemarie,Swist,M,40000,9999-01-01
68642,Arvind,Jumpertz,M,58286,9999-01-01
68808,Morrie,Beerel,M,40000,9999-01-01
68809,Oldrich,Menhardt,F,62793,9999-01-01
68673,Elvia,Bale,M,40000,9999-01-01
68678,Rayond,Slutz,M,41092,1997-08-17
68679,Takahiro,Dredge,M,40000,9999-01-01
68690,Elgin,Juneja,F,41653,9999-01-01
68692,Behnaam,Monarch,M,40783,9999-01-01
68699,Harjit,Baby,F,46009,9999-01-01
68705,Arunas,Ferretti,F,66448,9999-01-01
68709,Marke,Zaccaria,M,40000,9999-01-01
68712,Gil,Kleiser,M,58079,1999-03-18
68838,Nalini,Pauthner,M,73828,1987-06-06
68714,Alselm,Nishimukai,F,51121,1990-10-29
68714,Alselm,Nishimukai,F,51121,9999-01-01
68715,Falguni,Curless,F,46195,2002-05-13
68717,Yishai,Chenoweth,M,42754,9999-01-01
68722,Demos,Sridhar,M,40000,1989-08-24
68722,Demos,Sridhar,M,40000,1987-09-17
68724,Gio,Kusakabe,M,40000,1997-08-26
68726,Fay,Domenig,F,57412,1996-03-24
68838,Nalini,Pauthner,M,73828,1996-08-16
68839,Shuky,Famili,M,65014,9999-01-01
68840,Quingbo,Nourani,M,40205,9999-01-01
68843,Yucel,Kalafatis,F,65079,9999-01-01
68845,Danny,Cusworth,F,95538,1997-09-28
68744,Khedija,Spelt,M,45303,9999-01-01
68747,Chikara,Binkley,M,40000,9999-01-01
68861,Gonzalo,Rossi,M,46966,1991-05-28
68756,Jayesh,Syang,M,40000,9999-01-01
68862,Christoper,Schonegge,F,40000,9999-01-01
68761,Rasikan,Zuberek,M,56609,9999-01-01
68761,Rasikan,Zuberek,M,56609,2002-03-08
68872,Dzung,Munro,F,59621,9999-01-01
68769,Gill,Akaboshi,M,65192,9999-01-01
68880,Elvis,Assaf,M,88365,9999-01-01
68770,Perla,Lunn,F,40000,9999-01-01
68770,Perla,Lunn,F,40000,1989-06-21
68773,Hugo,Isaac,M,51685,9999-01-01
68890,Mantis,Baer,M,94575,9999-01-01
68780,Berni,Itschner,M,40000,9999-01-01
68895,Suvo,Senzako,M,42830,9999-01-01
68786,Marit,Vasanthakumar,M,61916,1999-03-12
68788,Reuven,Kaiser,M,50886,9999-01-01
68900,Pohua,Sevcikova,M,40000,9999-01-01
68901,Aron,Gilg,M,40000,9999-01-01
68798,Theirry,Murtagh,F,40000,9999-01-01
68906,Venkatesan,Karunanithi,M,65971,1996-01-06
68798,Theirry,Murtagh,F,40000,1989-06-23
68801,Ymte,Ramsay,M,40000,9999-01-01
68909,Jayson,Rajcani,M,40000,9999-01-01
68910,Basim,Maccarone,M,79321,9999-01-01
68911,Francoise,Ratzlaff,M,55613,9999-01-01
68913,Tayeb,Seuren,M,40000,9999-01-01
68914,Subhankar,Hebert,M,43813,9999-01-01
68914,Subhankar,Hebert,M,43813,1999-12-09
68915,Oddvar,Busillo,M,69236,1992-07-09
68917,Menkae,Peot,F,52764,9999-01-01
68919,Licheng,Aamodt,F,40000,9999-01-01
68951,Shichao,Leppanen,F,73533,1999-02-27
68940,Froduald,Garrabrants,F,63903,9999-01-01
68951,Shichao,Leppanen,F,73533,9999-01-01
68964,Fai,Francisci,M,60946,9999-01-01
68947,Toshimo,Bergere,M,74667,9999-01-01
68966,Shuho,Carrera,F,49407,9999-01-01
69112,Saddek,Crabtree,M,57758,1985-08-19
68978,Rildo,Dalton,M,40000,9999-01-01
68998,Remko,Serra,M,40000,9999-01-01
69112,Saddek,Crabtree,M,57758,1986-07-27
69118,Irena,Lakshmanan,M,63488,9999-01-01
69007,Brewster,McAffer,M,48782,9999-01-01
69119,Dinah,Doering,F,58852,2001-07-28
69122,Weiwu,Templeman,M,40000,9999-01-01
69014,Xuejun,Chenney,F,43889,9999-01-01
69122,Weiwu,Templeman,M,40000,1989-08-21
69131,Shuzo,Hebert,F,40545,9999-01-01
69019,Valdiodio,Rothenberg,M,66458,9999-01-01
69020,Udo,Masaki,F,49799,9999-01-01
69022,Kendra,Benzmuller,M,67026,9999-01-01
69136,Younwoo,Busillo,F,52907,9999-01-01
69166,Bernd,Chiodo,F,45681,9999-01-01
69027,Make,Gihr,M,53717,9999-01-01
69032,Dhritiman,Mawatari,M,51396,9999-01-01
69173,Georgy,Adachi,F,40000,9999-01-01
69050,Nidapan,Anily,F,68511,9999-01-01
69177,Shan,Marchegay,F,47059,9999-01-01
69181,Toshiko,Schiper,M,71449,9999-01-01
69064,Alair,Babb,M,40445,9999-01-01
69206,Bojan,Melichar,M,40000,9999-01-01
69070,Neelam,Stanger,M,42636,1996-12-24
69084,Kazuhisa,Thisen,M,55971,9999-01-01
69216,Yagil,Bonifati,F,65353,1994-08-05
69092,Sreenivas,Denna,F,40000,9999-01-01
69217,Atreyi,Brandsma,F,66959,9999-01-01
69222,Elliott,Llado,M,43906,9999-01-01
69223,Eben,Karnin,M,47172,2000-12-30
69224,Jenwei,Molberg,M,69628,1993-01-19
69226,Reinhold,Wursthorn,F,40000,9999-01-01
69228,Urs,Shimshoni,F,48344,9999-01-01
69230,Florian,Pews,F,56164,9999-01-01
69387,Danny,Mitsuhashi,F,40457,9999-01-01
69246,Yonghoan,Maksimenko,M,56083,9999-01-01
69258,Mara,Brendel,M,86283,2002-04-18
69405,Lijia,Heping,F,40000,9999-01-01
69263,Sreekrishna,Iisaku,F,53738,9999-01-01
69271,Debatosh,Zyda,M,61650,9999-01-01
69418,Jixiang,Steinauer,F,51844,9999-01-01
69418,Jixiang,Steinauer,F,51844,2001-12-12
69287,Frazer,Luders,M,40000,9999-01-01
69421,Nahla,Clemencon,M,45226,9999-01-01
69289,Vishv,Couchot,M,49165,2000-11-18
69425,Kristen,Orsini,F,45817,9999-01-01
69297,Fei,Range,M,57158,9999-01-01
69428,Dzung,Shimshoni,F,41115,9999-01-01
69445,Gift,Puppo,F,54958,9999-01-01
69308,Chinya,Schreiter,M,75437,1998-08-21
69446,Pranay,Melter,M,57776,9999-01-01
69316,Paraskevi,Radhakrishnan,M,40000,9999-01-01
69455,Radhakrishnan,Nastansky,F,51196,1987-07-09
69325,Pranas,Dredge,F,40000,9999-01-01
69325,Pranas,Dredge,F,40000,1992-02-23
69455,Radhakrishnan,Nastansky,F,51196,9999-01-01
69329,Zhensheng,Loncour,M,52343,1998-08-04
69493,Odoardo,Greibach,M,63607,9999-01-01
69333,Jianhao,Zirintsis,M,47935,9999-01-01
69342,Visit,Emden,F,75375,1997-10-28
69505,Serenella,Kragelund,M,40000,2001-01-07
69355,Dmitry,Borovoy,F,63416,9999-01-01
69359,Prasadram,Zhang,F,65599,1997-12-13
69506,Marke,Cappelletti,M,41165,9999-01-01
69360,Lenore,Hanratty,F,45273,9999-01-01
69506,Marke,Cappelletti,M,41165,2000-11-25
69364,Marla,DiGiano,M,62166,2000-07-01
69507,Alassane,Weedon,F,78294,9999-01-01
69366,Georg,Schrift,F,52943,9999-01-01
69665,Uzi,Fioravanti,M,94554,9999-01-01
69670,Phillip,Limongiello,M,40000,9999-01-01
69524,Leon,Vrecion,M,40000,9999-01-01
69544,Flemming,Falster,M,54478,9999-01-01
69674,Luerbio,Rabehasaina,M,70685,1997-04-12
69555,Golgen,Sabnani,F,74734,9999-01-01
69555,Golgen,Sabnani,F,74734,1996-06-28
69676,Shin,Henseler,F,46754,9999-01-01
69682,Gor,Siksek,M,40000,9999-01-01
69562,Tua,Haumacher,M,48325,9999-01-01
69687,Oksana,Minakawa,F,40000,9999-01-01
69570,Katsuyuki,Reinhart,M,52654,9999-01-01
69688,Kazuyasu,Skogmar,M,41985,9999-01-01
69575,Goh,Pettit,M,40000,1994-12-18
69689,Nikolaos,Siepmann,M,44026,1998-12-30
69578,Shim,Sewelson,F,94930,9999-01-01
69697,Zengping,Nourani,M,52198,1996-11-13
69582,Pragnesh,Hofstetter,F,40000,9999-01-01
69697,Zengping,Nourani,M,52198,9999-01-01
69713,Vidya,Vieri,M,44595,1995-06-22
69598,Elvis,Hofstetter,F,55656,9999-01-01
69714,Anneke,Kavvadias,F,56682,9999-01-01
69601,Sachar,Lieblein,M,50927,9999-01-01
69717,Boalin,Gecsei,F,64475,9999-01-01
69602,Naftaly,Litzkow,F,42211,9999-01-01
69732,Vitaly,Maraist,M,60850,9999-01-01
69607,Candido,Parhami,M,40000,9999-01-01
69613,Gay,Tsukuda,M,56822,9999-01-01
69733,Subhada,Azevdeo,M,42997,1990-02-06
69737,Sarita,Conta,M,40000,9999-01-01
69621,Atilio,Takkinen,M,46624,9999-01-01
69624,Ronnie,Yurov,M,65727,1997-12-25
69740,Ibibia,Jayawardene,M,73543,1994-03-03
69625,Remmert,Taneja,F,85397,9999-01-01
69758,Arup,Yurov,M,40000,9999-01-01
69632,Limsoon,Nations,F,51890,9999-01-01
69635,Djelloul,Garrabrants,M,40000,9999-01-01
69767,Nakhoon,Glowinski,F,40000,9999-01-01
69637,Tse,Basart,M,60389,9999-01-01
69639,Christoper,Picci,F,40000,9999-01-01
69647,Deborah,Pileggi,M,64210,9999-01-01
69647,Deborah,Pileggi,M,64210,2000-05-23
69771,Chaitali,Ibel,M,48930,9999-01-01
69649,Candida,Salverda,M,40944,1998-10-04
69651,Divier,Decaestecker,F,53583,9999-01-01
69652,Josyula,Oehlmann,M,44365,9999-01-01
69772,Katsuo,Heinisuo,M,40000,1998-08-18
69654,Paris,Hofman,M,61823,9999-01-01
69773,Elzbieta,Kisuki,F,62452,9999-01-01
69790,Werner,Leslie,M,47137,1995-07-08
69790,Werner,Leslie,M,47137,9999-01-01
69946,Theirry,Varker,F,59124,9999-01-01
69807,Olivera,Emmerich,M,49668,9999-01-01
69821,Francoise,Birdsall,M,63360,9999-01-01
69960,Lein,Sooriamurthi,F,60283,9999-01-01
69829,Akhilish,Koprowski,M,60061,9999-01-01
69831,Serge,Bach,F,63995,1993-10-11
69835,Deborah,Birdsall,M,40000,9999-01-01
69961,Tremaine,dAstous,F,66663,1996-01-10
69982,Sanjoy,Lindqvist,M,64773,9999-01-01
69845,Kinh,Tanemo,M,40915,1996-10-12
69845,Kinh,Tanemo,M,40915,9999-01-01
69847,Gal,Boreale,M,40000,2001-09-05
69987,Shem,Collette,M,48372,9999-01-01
69993,Anwar,Silva,F,92674,9999-01-01
70002,Candida,Impagliazzo,F,41922,2002-07-25
69874,Doohun,Menyhert,F,48291,1997-09-03
69874,Doohun,Menyhert,F,48291,9999-01-01
70004,Shih,VanScheik,M,40000,9999-01-01
70023,Bodh,Plotkin,F,55500,9999-01-01
69888,Billur,Speel,F,61912,9999-01-01
69897,Stamatina,Kamber,M,69176,9999-01-01
70027,Manton,Schieder,M,68244,9999-01-01
69900,Herb,Schmittgen,F,46427,1999-03-06
69900,Herb,Schmittgen,F,46427,1991-11-24
69903,Yakichi,Hiyoshi,M,40000,1989-05-21
70032,Guttorm,Oppitz,M,40000,9999-01-01
70040,Along,Montemayor,M,40000,9999-01-01
69920,Teunis,Kieras,F,40000,2000-05-14
70049,Dipankar,Domenig,M,69502,9999-01-01
69928,Abdelkader,Nourani,M,40000,9999-01-01
